"X","Indicator","Data.Source","PUBLISH.STATES","Year","WHO.region","Country","Sex","Display.Value","Numeric","Low","High","Comments"
1157,"Children aged <5 years underweight (%)","NLIS_312951","Published",2008,"Western Pacific","Viet Nam","Female",19.9,19.9,NA,NA,NA
1159,"Children aged <5 years underweight (%)","NLIS_312952","Published",2008,"Africa","Mauritania","Male",17.8,17.8,NA,NA,NA
1160,"Children aged <5 years underweight (%)","NLIS_312952","Published",2008,"Africa","Mauritania","Female",13.9,13.9,NA,NA,NA
1162,"Children aged <5 years underweight (%)","NLIS_312956","Published",2008,"Africa","Togo","Male",20.5,20.5,NA,NA,NA
1163,"Children aged <5 years underweight (%)","NLIS_312956","Published",2008,"Africa","Togo","Female",20.5,20.5,NA,NA,NA
1165,"Children aged <5 years underweight (%)","NLIS_312967","Published",2008,"South-East Asia","Bhutan","Female",10.3,10.3,NA,NA,NA
1167,"Children aged <5 years underweight (%)","NLIS_312989","Published",2009,"South-East Asia","Sri Lanka","Male",21.6,21.6,NA,NA,NA
1168,"Children aged <5 years underweight (%)","NLIS_312989","Published",2009,"South-East Asia","Sri Lanka","Female",21.6,21.6,NA,NA,NA
1169,"Children aged <5 years underweight (%)","NLIS_313006","Published",2000,"Western Pacific","China","Male",7.3,7.3,NA,NA,NA
1170,"Children aged <5 years underweight (%)","NLIS_313006","Published",2000,"Western Pacific","China","Female",7.5,7.5,NA,NA,NA
1173,"Children aged <5 years underweight (%)","NLIS_313010","Published",2001,"Eastern Mediterranean","Kuwait","Male",2.5,2.5,NA,NA,NA
1174,"Children aged <5 years underweight (%)","NLIS_313010","Published",2001,"Eastern Mediterranean","Kuwait","Female",1.9,1.9,NA,NA,NA
1176,"Children aged <5 years underweight (%)","NLIS_313023","Published",2008,"Americas","Peru","Male",4.5,4.5,NA,NA,NA
1177,"Children aged <5 years underweight (%)","NLIS_313023","Published",2008,"Americas","Peru","Female",4.5,4.5,NA,NA,NA
1178,"Children aged <5 years underweight (%)","NLIS_313028","Published",2007,"Western Pacific","Vanuatu","Male",14.1,14.1,NA,NA,NA
1179,"Children aged <5 years underweight (%)","NLIS_313028","Published",2007,"Western Pacific","Vanuatu","Female",9,9,NA,NA,NA
1181,"Children aged <5 years underweight (%)","NLIS_313037","Published",2007,"Africa","Nigeria","Male",27.2,27.2,NA,NA,NA
1182,"Children aged <5 years underweight (%)","NLIS_313037","Published",2007,"Africa","Nigeria","Female",24.2,24.2,NA,NA,NA
1184,"Children aged <5 years underweight (%)","NLIS_313042","Published",2009,"Eastern Mediterranean","Jordan","Female",2.1,2.1,NA,NA,NA
1186,"Children aged <5 years underweight (%)","NLIS_313048","Published",2007,"Eastern Mediterranean","Kuwait","Female",2.7,2.7,NA,NA,NA
1188,"Children aged <5 years underweight (%)","NLIS_313048","Published",2008,"Eastern Mediterranean","Kuwait","Male",2.8,2.8,NA,NA,NA
1189,"Children aged <5 years underweight (%)","NLIS_313048","Published",2008,"Eastern Mediterranean","Kuwait","Female",1.8,1.8,NA,NA,NA
1190,"Children aged <5 years underweight (%)","NLIS_313062","Published",2009,"Europe","Albania","Male",6.6,6.6,NA,NA,NA
1192,"Children aged <5 years underweight (%)","NLIS_313069","Published",2007,"Europe","Tajikistan","Male",15.9,15.9,NA,NA,NA
1193,"Children aged <5 years underweight (%)","NLIS_313069","Published",2007,"Europe","Tajikistan","Female",14,14,NA,NA,NA
1195,"Children aged <5 years underweight (%)","NLIS_313072","Published",2008,"Western Pacific","Philippines","Male",20.9,20.9,NA,NA,NA
1196,"Children aged <5 years underweight (%)","NLIS_313072","Published",2008,"Western Pacific","Philippines","Female",20.6,20.6,NA,NA,NA
1198,"Children aged <5 years underweight (%)","NLIS_313077","Published",2010,"South-East Asia","Bhutan","Male",13.4,13.4,NA,NA,NA
1199,"Children aged <5 years underweight (%)","NLIS_313077","Published",2010,"South-East Asia","Bhutan","Female",12.3,12.3,NA,NA,NA
1201,"Children aged <5 years underweight (%)","NLIS_313080","Published",2009,"Western Pacific","China","Male",4.7,4.7,NA,NA,NA
1202,"Children aged <5 years underweight (%)","NLIS_313080","Published",2009,"Western Pacific","China","Female",4.5,4.5,NA,NA,NA
1206,"Children aged <5 years underweight (%)","NLIS_313098","Published",2010,"Africa","Lesotho","Male",16,16,NA,NA,NA
1207,"Children aged <5 years underweight (%)","NLIS_313098","Published",2010,"Africa","Lesotho","Female",11.1,11.1,NA,NA,NA
1210,"Children aged <5 years underweight (%)","NLIS_313106","Published",2005,"Africa","South Africa","Male",13.6,13.6,NA,NA,NA
1211,"Children aged <5 years underweight (%)","NLIS_313109","Published",2008,"South-East Asia","Timor-Leste","Female",44.5,44.5,NA,NA,NA
1213,"Children aged <5 years underweight (%)","NLIS_313116","Published",2011,"Africa","Ethiopia","Male",30.9,30.9,NA,NA,NA
1214,"Children aged <5 years underweight (%)","NLIS_313116","Published",2011,"Africa","Ethiopia","Female",27.3,27.3,NA,NA,NA
1216,"Children aged <5 years underweight (%)","NLIS_313119","Published",2009,"Americas","Guyana","Male",12.8,12.8,NA,NA,NA
1217,"Children aged <5 years underweight (%)","NLIS_313119","Published",2009,"Americas","Guyana","Female",9.4,9.4,NA,NA,NA
1218,"Children aged <5 years underweight (%)","NLIS_313121","Published",2011,"Africa","Rwanda","Male",12.9,12.9,NA,NA,NA
1219,"Children aged <5 years underweight (%)","NLIS_313121","Published",2011,"Africa","Rwanda","Female",10.4,10.4,NA,NA,NA
1221,"Children aged <5 years underweight (%)","NLIS_313124","Published",2010,"South-East Asia","Indonesia","Male",19.5,19.5,NA,NA,NA
1224,"Children aged <5 years underweight (%)","NLIS_313127","Published",2007,"Americas","Uruguay","Male",6.1,6.1,NA,NA,NA
1225,"Children aged <5 years underweight (%)","NLIS_313127","Published",2007,"Americas","Uruguay","Female",3.2,3.2,NA,NA,NA
1230,"Children aged <5 years underweight (%)","NLIS_313130","Published",2011,"Africa","Cameroon","Male",15.8,15.8,NA,NA,NA
1231,"Children aged <5 years underweight (%)","NLIS_313130","Published",2011,"Africa","Cameroon","Female",14.5,14.5,NA,NA,NA
1232,"Children aged <5 years underweight (%)","NLIS_313135","Published",2011,"South-East Asia","Bangladesh","Male",34.8,34.8,NA,NA,NA
1233,"Children aged <5 years underweight (%)","NLIS_313135","Published",2011,"South-East Asia","Bangladesh","Female",38.8,38.8,NA,NA,NA
1235,"Children aged <5 years underweight (%)","NLIS_313140","Published",2011,"Africa","Burundi","Male",32,32,NA,NA,NA
1236,"Children aged <5 years underweight (%)","NLIS_313140","Published",2011,"Africa","Burundi","Female",26.1,26.1,NA,NA,NA
1238,"Children aged <5 years underweight (%)","NLIS_313144","Published",2011,"Eastern Mediterranean","Kuwait","Female",1.8,1.8,NA,NA,NA
1240,"Children aged <5 years underweight (%)","NLIS_313144","Published",2012,"Eastern Mediterranean","Kuwait","Male",2.1,2.1,NA,NA,NA
1241,"Children aged <5 years underweight (%)","NLIS_313144","Published",2012,"Eastern Mediterranean","Kuwait","Female",2.3,2.3,NA,NA,NA
1242,"Children aged <5 years underweight (%)","NLIS_313145","Published",2010,"Africa","Swaziland","Male",6.7,6.7,NA,NA,NA
1244,"Children aged <5 years underweight (%)","NLIS_313149","Published",2010,"Africa","Sierra Leone","Male",20.8,20.8,NA,NA,NA
1245,"Children aged <5 years underweight (%)","NLIS_313149","Published",2010,"Africa","Sierra Leone","Female",16.5,16.5,NA,NA,NA
1247,"Children aged <5 years underweight (%)","NLIS_313152","Published",2010,"Americas","Suriname","Male",6.2,6.2,NA,NA,NA
1248,"Children aged <5 years underweight (%)","NLIS_313153","Published",2004,"Western Pacific","Fiji","Female",5.7,5.7,NA,NA,NA
1250,"Children aged <5 years underweight (%)","NLIS_313156","Published",2010,"Africa","Democratic Republic of the Congo","Male",27.2,27.2,NA,NA,NA
1251,"Children aged <5 years underweight (%)","NLIS_313156","Published",2010,"Africa","Democratic Republic of the Congo","Female",21.3,21.3,NA,NA,NA
1253,"Children aged <5 years underweight (%)","NLIS_313160","Published",2012,"Africa","Guinea","Female",15.2,15.2,NA,NA,NA
1255,"Children aged <5 years underweight (%)","NLIS_313165","Published",2012,"Americas","Honduras","Male",7.7,7.7,NA,NA,NA
1256,"Children aged <5 years underweight (%)","NLIS_313165","Published",2012,"Americas","Honduras","Female",6.5,6.5,NA,NA,NA
1257,"Children aged <5 years underweight (%)","NLIS_313168","Published",2012,"Eastern Mediterranean","Jordan","Female",2.6,2.6,NA,NA,NA
1259,"Children aged <5 years underweight (%)","NLIS_313171","Published",2009,"Europe","Kyrgyzstan","Female",4.7,4.7,NA,NA,NA
1270,"Children aged <5 years underweight (%)","NLIS_310214","Published",1986,"Americas","Dominican Republic","Male",11.4,11.4,NA,NA,NA
1271,"Children aged <5 years underweight (%)","NLIS_310214","Published",1986,"Americas","Dominican Republic","Female",7.3,7.3,NA,NA,NA
1272,"Children aged <5 years underweight (%)","NLIS_310221","Published",1986,"Americas","Colombia","Male",9,9,NA,NA,NA
1273,"Children aged <5 years underweight (%)","NLIS_310221","Published",1986,"Americas","Colombia","Female",8.1,8.1,NA,NA,NA
1275,"Children aged <5 years underweight (%)","NLIS_310234","Published",1989,"Americas","Brazil","Female",5.2,5.2,NA,NA,NA
1279,"Children aged <5 years underweight (%)","NLIS_310303","Published",1987,"South-East Asia","Sri Lanka","Male",31,31,NA,NA,NA
1280,"Children aged <5 years underweight (%)","NLIS_310303","Published",1987,"South-East Asia","Sri Lanka","Female",27.3,27.3,NA,NA,NA
1283,"Children aged <5 years underweight (%)","NLIS_310357","Published",1983,"Western Pacific","Papua New Guinea","Male",26.2,26.2,NA,NA,NA
1284,"Children aged <5 years underweight (%)","NLIS_310357","Published",1983,"Western Pacific","Papua New Guinea","Female",23,23,NA,NA,NA
1290,"Children aged <5 years underweight (%)","NLIS_310414","Published",1992,"Africa","Zambia","Male",22.4,22.4,NA,NA,NA
1291,"Children aged <5 years underweight (%)","NLIS_310414","Published",1992,"Africa","Zambia","Female",20.1,20.1,NA,NA,NA
1293,"Children aged <5 years underweight (%)","NLIS_310427","Published",1987,"Americas","Guatemala","Male",29,29,NA,NA,NA
1294,"Children aged <5 years underweight (%)","NLIS_310427","Published",1987,"Americas","Guatemala","Female",26.6,26.6,NA,NA,NA
1297,"Children aged <5 years underweight (%)","NLIS_310473","Published",1992,"Africa","United Republic of Tanzania","Male",27,27,NA,NA,NA
1298,"Children aged <5 years underweight (%)","NLIS_310537","Published",1991,"Eastern Mediterranean","Pakistan","Male",40.3,40.3,NA,NA,NA
1301,"Children aged <5 years underweight (%)","NLIS_310878","Published",1992,"Africa","Madagascar","Male",38.3,38.3,NA,NA,NA
1302,"Children aged <5 years underweight (%)","NLIS_310878","Published",1992,"Africa","Madagascar","Female",32.6,32.6,NA,NA,NA
1304,"Children aged <5 years underweight (%)","NLIS_310968","Published",1993,"Africa","Burkina Faso","Male",31.7,31.7,NA,NA,NA
1305,"Children aged <5 years underweight (%)","NLIS_310968","Published",1993,"Africa","Burkina Faso","Female",27.5,27.5,NA,NA,NA
1306,"Children aged <5 years underweight (%)","NLIS_310998","Published",1993,"Africa","Senegal","Male",23.1,23.1,NA,NA,NA
1307,"Children aged <5 years underweight (%)","NLIS_310998","Published",1993,"Africa","Senegal","Female",20.8,20.8,NA,NA,NA
1315,"Children aged <5 years underweight (%)","NLIS_311387","Published",1993,"Europe","Turkey","Male",9.5,9.5,NA,NA,NA
1316,"Children aged <5 years underweight (%)","NLIS_311387","Published",1993,"Europe","Turkey","Female",7.9,7.9,NA,NA,NA
1318,"Children aged <5 years underweight (%)","NLIS_311422","Published",1994,"Africa","Ghana","Male",27,27,NA,NA,NA
1320,"Children aged <5 years underweight (%)","NLIS_311474","Published",1994,"Africa","Zimbabwe","Male",13.6,13.6,NA,NA,NA
1321,"Children aged <5 years underweight (%)","NLIS_311474","Published",1994,"Africa","Zimbabwe","Female",9.8,9.8,NA,NA,NA
1323,"Children aged <5 years underweight (%)","NLIS_311508","Published",1993,"Eastern Mediterranean","Syrian Arab Republic","Male",12.5,12.5,NA,NA,NA
1324,"Children aged <5 years underweight (%)","NLIS_311508","Published",1993,"Eastern Mediterranean","Syrian Arab Republic","Female",10.4,10.4,NA,NA,NA
1328,"Children aged <5 years underweight (%)","NLIS_311539","Published",1995,"Eastern Mediterranean","Tunisia","Female",8.3,8.3,NA,NA,NA
1331,"Children aged <5 years underweight (%)","NLIS_311560","Published",1995,"Eastern Mediterranean","Oman","Male",13.9,13.9,NA,NA,NA
1337,"Children aged <5 years underweight (%)","NLIS_311605","Published",1995,"Eastern Mediterranean","Libya","Male",4.6,4.6,NA,NA,NA
1342,"Children aged <5 years underweight (%)","NLIS_311648","Published",1995,"Africa","Uganda","Male",23.8,23.8,NA,NA,NA
1349,"Children aged <5 years underweight (%)","NLIS_311711","Published",1996,"Africa","Eritrea","Male",39.4,39.4,NA,NA,NA
1350,"Children aged <5 years underweight (%)","NLIS_311711","Published",1996,"Africa","Eritrea","Female",37.1,37.1,NA,NA,NA
1352,"Children aged <5 years underweight (%)","NLIS_311714","Published",1996,"Africa","Benin","Female",23.8,23.8,NA,NA,NA
1355,"Children aged <5 years underweight (%)","NLIS_311758","Published",1996,"Europe","Uzbekistan","Male",16.8,16.8,NA,NA,NA
1356,"Children aged <5 years underweight (%)","NLIS_311758","Published",1996,"Europe","Uzbekistan","Female",13.7,13.7,NA,NA,NA
1359,"Children aged <5 years underweight (%)","NLIS_311785","Published",1997,"Eastern Mediterranean","Yemen","Male",49.2,49.2,NA,NA,NA
1360,"Children aged <5 years underweight (%)","NLIS_311785","Published",1997,"Eastern Mediterranean","Yemen","Female",45.8,45.8,NA,NA,NA
1364,"Children aged <5 years underweight (%)","NLIS_311864","Published",1997,"Africa","Madagascar","Male",39.8,39.8,NA,NA,NA
1365,"Children aged <5 years underweight (%)","NLIS_311864","Published",1997,"Africa","Madagascar","Female",31.1,31.1,NA,NA,NA
1368,"Children aged <5 years underweight (%)","NLIS_311917","Published",1996,"Americas","Honduras","Male",18.3,18.3,NA,NA,NA
1369,"Children aged <5 years underweight (%)","NLIS_311917","Published",1996,"Americas","Honduras","Female",20.1,20.1,NA,NA,NA
1371,"Children aged <5 years underweight (%)","NLIS_311929","Published",1998,"Africa","Togo","Male",25.5,25.5,NA,NA,NA
1372,"Children aged <5 years underweight (%)","NLIS_311929","Published",1998,"Africa","Togo","Female",20.9,20.9,NA,NA,NA
1375,"Children aged <5 years underweight (%)","NLIS_311995","Published",1999,"Africa","Ghana","Male",20.7,20.7,NA,NA,NA
1376,"Children aged <5 years underweight (%)","NLIS_311995","Published",1999,"Africa","Ghana","Female",19.9,19.9,NA,NA,NA
1381,"Children aged <5 years underweight (%)","NLIS_312047","Published",1997,"Americas","Jamaica","Male",3.7,3.7,NA,NA,NA
1382,"Children aged <5 years underweight (%)","NLIS_312083","Published",1996,"Africa","Angola","Male",38.2,38.2,NA,NA,NA
1383,"Children aged <5 years underweight (%)","NLIS_312083","Published",1996,"Africa","Angola","Female",35.7,35.7,NA,NA,NA
1384,"Children aged <5 years underweight (%)","NLIS_312101","Published",1998,"Americas","El Salvador","Male",9.9,9.9,NA,NA,NA
1385,"Children aged <5 years underweight (%)","NLIS_312101","Published",1998,"Americas","El Salvador","Female",9.3,9.3,NA,NA,NA
1387,"Children aged <5 years underweight (%)","NLIS_312104","Published",1999,"South-East Asia","Bangladesh","Male",53.3,53.3,NA,NA,NA
1388,"Children aged <5 years underweight (%)","NLIS_312104","Published",1999,"South-East Asia","Bangladesh","Female",50.5,50.5,NA,NA,NA
1391,"Children aged <5 years underweight (%)","NLIS_312138","Published",1999,"Africa","Guinea","Male",21.3,21.3,NA,NA,NA
1392,"Children aged <5 years underweight (%)","NLIS_312138","Published",1999,"Africa","Guinea","Female",21,21,NA,NA,NA
1395,"Children aged <5 years underweight (%)","NLIS_312181","Published",1999,"Europe","Kazakhstan","Male",3.8,3.8,NA,NA,NA
1396,"Children aged <5 years underweight (%)","NLIS_312182","Published",1999,"Africa","United Republic of Tanzania","Female",26.8,26.8,NA,NA,NA
1398,"Children aged <5 years underweight (%)","NLIS_312197","Published",1999,"Africa","Zimbabwe","Male",12.6,12.6,NA,NA,NA
1399,"Children aged <5 years underweight (%)","NLIS_312197","Published",1999,"Africa","Zimbabwe","Female",10.4,10.4,NA,NA,NA
1401,"Children aged <5 years underweight (%)","NLIS_312220","Published",2000,"Africa","Ethiopia","Female",39.6,39.6,NA,NA,NA
1404,"Children aged <5 years underweight (%)","NLIS_312276","Published",2000,"Americas","Haiti","Male",15.7,15.7,NA,NA,NA
1405,"Children aged <5 years underweight (%)","NLIS_312276","Published",2000,"Americas","Haiti","Female",12.2,12.2,NA,NA,NA
1407,"Children aged <5 years underweight (%)","NLIS_312280","Published",2000,"South-East Asia","Bangladesh","Male",41.4,41.4,NA,NA,NA
1408,"Children aged <5 years underweight (%)","NLIS_312280","Published",2000,"South-East Asia","Bangladesh","Female",43.2,43.2,NA,NA,NA
1410,"Children aged <5 years underweight (%)","NLIS_312318","Published",1999,"Africa","Côte d'Ivoire","Male",16.7,16.7,NA,NA,NA
1411,"Children aged <5 years underweight (%)","NLIS_312318","Published",1999,"Africa","Côte d'Ivoire","Female",19.7,19.7,NA,NA,NA
1413,"Children aged <5 years underweight (%)","NLIS_312321","Published",2000,"Africa","Rwanda","Male",22.4,22.4,NA,NA,NA
1414,"Children aged <5 years underweight (%)","NLIS_312321","Published",2000,"Africa","Rwanda","Female",18.3,18.3,NA,NA,NA
1415,"Children aged <5 years underweight (%)","NLIS_312352","Published",2000,"Americas","Suriname","Male",12.6,12.6,NA,NA,NA
1417,"Children aged <5 years underweight (%)","NLIS_312357","Published",2001,"Africa","Benin","Male",23.5,23.5,NA,NA,NA
1418,"Children aged <5 years underweight (%)","NLIS_312357","Published",2001,"Africa","Benin","Female",19.6,19.6,NA,NA,NA
1420,"Children aged <5 years underweight (%)","NLIS_312360","Published",2000,"Africa","Burundi","Male",38.8,38.8,NA,NA,NA
1421,"Children aged <5 years underweight (%)","NLIS_312361","Published",2000,"Europe","Albania","Female",14.2,14.2,NA,NA,NA
1423,"Children aged <5 years underweight (%)","NLIS_312364","Published",1999,"Americas","Jamaica","Male",2.2,2.2,NA,NA,NA
1424,"Children aged <5 years underweight (%)","NLIS_312364","Published",1999,"Americas","Jamaica","Female",2.5,2.5,NA,NA,NA
1426,"Children aged <5 years underweight (%)","NLIS_312368","Published",2000,"Africa","Senegal","Female",19.2,19.2,NA,NA,NA
1428,"Children aged <5 years underweight (%)","NLIS_312371","Published",1989,"South-East Asia","Indonesia","Male",36.4,36.4,NA,NA,NA
1429,"Children aged <5 years underweight (%)","NLIS_312371","Published",1989,"South-East Asia","Indonesia","Female",25.4,25.4,NA,NA,NA
1431,"Children aged <5 years underweight (%)","NLIS_312371","Published",1992,"South-East Asia","Indonesia","Male",33.6,33.6,NA,NA,NA
1433,"Children aged <5 years underweight (%)","NLIS_312393","Published",2001,"Africa","Democratic Republic of the Congo","Male",36.5,36.5,NA,NA,NA
1434,"Children aged <5 years underweight (%)","NLIS_312393","Published",2001,"Africa","Democratic Republic of the Congo","Female",30.7,30.7,NA,NA,NA
1436,"Children aged <5 years underweight (%)","NLIS_312433","Published",1998,"Americas","Nicaragua","Male",11.2,11.2,NA,NA,NA
1437,"Children aged <5 years underweight (%)","NLIS_312433","Published",1998,"Americas","Nicaragua","Female",8.9,8.9,NA,NA,NA
1440,"Children aged <5 years underweight (%)","NLIS_312477","Published",2001,"Europe","Romania","Female",3,3,NA,NA,NA
1442,"Children aged <5 years underweight (%)","NLIS_312477","Published",2002,"Europe","Romania","Male",4,4,NA,NA,NA
1443,"Children aged <5 years underweight (%)","NLIS_312477","Published",2002,"Europe","Romania","Female",2.9,2.9,NA,NA,NA
1444,"Children aged <5 years underweight (%)","NLIS_312490","Published",2002,"Africa","Zambia","Male",24.4,24.4,NA,NA,NA
1445,"Children aged <5 years underweight (%)","NLIS_312490","Published",2002,"Africa","Zambia","Female",22.3,22.3,NA,NA,NA
1447,"Children aged <5 years underweight (%)","NLIS_312494","Published",2002,"Africa","Eritrea","Male",35.9,35.9,NA,NA,NA
1448,"Children aged <5 years underweight (%)","NLIS_312494","Published",2002,"Africa","Eritrea","Female",33,33,NA,NA,NA
1450,"Children aged <5 years underweight (%)","NLIS_312516","Published",2003,"Americas","El Salvador","Female",5.3,5.3,NA,NA,NA
1452,"Children aged <5 years underweight (%)","NLIS_312526","Published",2000,"Americas","Trinidad and Tobago","Male",4.4,4.4,NA,NA,NA
1453,"Children aged <5 years underweight (%)","NLIS_312526","Published",2000,"Americas","Trinidad and Tobago","Female",4.3,4.3,NA,NA,NA
1455,"Children aged <5 years underweight (%)","NLIS_312535","Published",2001,"South-East Asia","Indonesia","Male",22.9,22.9,NA,NA,NA
1458,"Children aged <5 years underweight (%)","NLIS_312557","Published",2000,"Africa","Namibia","Male",21.2,21.2,NA,NA,NA
1459,"Children aged <5 years underweight (%)","NLIS_312557","Published",2000,"Africa","Namibia","Female",19.4,19.4,NA,NA,NA
1462,"Children aged <5 years underweight (%)","NLIS_312589","Published",2003,"Africa","Nigeria","Male",29.1,29.1,NA,NA,NA
1463,"Children aged <5 years underweight (%)","NLIS_312589","Published",2003,"Africa","Nigeria","Female",25.4,25.4,NA,NA,NA
1465,"Children aged <5 years underweight (%)","NLIS_312627","Published",2003,"Eastern Mediterranean","Egypt","Female",7,7,NA,NA,NA
1467,"Children aged <5 years underweight (%)","NLIS_312634","Published",2000,"South-East Asia","Sri Lanka","Male",22,22,NA,NA,NA
1468,"Children aged <5 years underweight (%)","NLIS_312634","Published",2000,"South-East Asia","Sri Lanka","Female",23.8,23.8,NA,NA,NA
1469,"Children aged <5 years underweight (%)","NLIS_312654","Published",2000,"South-East Asia","Myanmar","Male",31.7,31.7,NA,NA,NA
1470,"Children aged <5 years underweight (%)","NLIS_312661","Published",2003,"South-East Asia","Myanmar","Female",28.2,28.2,NA,NA,NA
1474,"Children aged <5 years underweight (%)","NLIS_312690","Published",2004,"Eastern Mediterranean","Morocco","Female",9.2,9.2,NA,NA,NA
1476,"Children aged <5 years underweight (%)","NLIS_312705","Published",2004,"South-East Asia","Bangladesh","Male",42.8,42.8,NA,NA,NA
1477,"Children aged <5 years underweight (%)","NLIS_312705","Published",2004,"South-East Asia","Bangladesh","Female",42.7,42.7,NA,NA,NA
1479,"Children aged <5 years underweight (%)","NLIS_312757","Published",2000,"Africa","Equatorial Guinea","Female",14.6,14.6,NA,NA,NA
1481,"Children aged <5 years underweight (%)","NLIS_312760","Published",2004,"Africa","Chad","Male",35,35,NA,NA,NA
1482,"Children aged <5 years underweight (%)","NLIS_312760","Published",2004,"Africa","Chad","Female",32.9,32.9,NA,NA,NA
1483,"Children aged <5 years underweight (%)","NLIS_312765","Published",2005,"Africa","Senegal","Male",14.4,14.4,NA,NA,NA
1484,"Children aged <5 years underweight (%)","NLIS_312765","Published",2005,"Africa","Senegal","Female",14.6,14.6,NA,NA,NA
1486,"Children aged <5 years underweight (%)","NLIS_312768","Published",2004,"Europe","Bulgaria","Male",1.3,1.3,NA,NA,NA
1487,"Children aged <5 years underweight (%)","NLIS_312768","Published",2004,"Europe","Bulgaria","Female",1.9,1.9,NA,NA,NA
1488,"Children aged <5 years underweight (%)","NLIS_312772","Published",2003,"Western Pacific","Philippines","Male",20.3,20.3,NA,NA,NA
1489,"Children aged <5 years underweight (%)","NLIS_312772","Published",2003,"Western Pacific","Philippines","Female",21.3,21.3,NA,NA,NA
1491,"Children aged <5 years underweight (%)","NLIS_312775","Published",2002,"Americas","Jamaica","Male",2.5,2.5,NA,NA,NA
1492,"Children aged <5 years underweight (%)","NLIS_312775","Published",2002,"Americas","Jamaica","Female",2.6,2.6,NA,NA,NA
1494,"Children aged <5 years underweight (%)","NLIS_312780","Published",2000,"Western Pacific","Viet Nam","Male",26.6,26.6,NA,NA,NA
1495,"Children aged <5 years underweight (%)","NLIS_312781","Published",2004,"Europe","Turkey","Female",3.9,3.9,NA,NA,NA
1497,"Children aged <5 years underweight (%)","NLIS_312784","Published",2005,"South-East Asia","Bangladesh","Male",38.9,38.9,NA,NA,NA
1498,"Children aged <5 years underweight (%)","NLIS_312784","Published",2005,"South-East Asia","Bangladesh","Female",39.5,39.5,NA,NA,NA
1500,"Children aged <5 years underweight (%)","NLIS_312789","Published",2002,"Western Pacific","China","Female",6.5,6.5,NA,NA,NA
1502,"Children aged <5 years underweight (%)","NLIS_312792","Published",2006,"Americas","Haiti","Male",20.4,20.4,NA,NA,NA
1503,"Children aged <5 years underweight (%)","NLIS_312792","Published",2006,"Americas","Haiti","Female",17.4,17.4,NA,NA,NA
1505,"Children aged <5 years underweight (%)","NLIS_312794","Published",2001,"South-East Asia","Indonesia","Male",24.4,24.4,NA,NA,NA
1506,"Children aged <5 years underweight (%)","NLIS_312794","Published",2001,"South-East Asia","Indonesia","Female",22.4,22.4,NA,NA,NA
1508,"Children aged <5 years underweight (%)","NLIS_312798","Published",2005,"Africa","Lesotho","Male",17.3,17.3,NA,NA,NA
1509,"Children aged <5 years underweight (%)","NLIS_312798","Published",2005,"Africa","Lesotho","Female",15.9,15.9,NA,NA,NA
1511,"Children aged <5 years underweight (%)","NLIS_312801","Published",2006,"Western Pacific","Cambodia","Male",29.8,29.8,NA,NA,NA
1512,"Children aged <5 years underweight (%)","NLIS_312809","Published",2005,"Eastern Mediterranean","Saudi Arabia","Female",4.5,4.5,NA,NA,NA
1514,"Children aged <5 years underweight (%)","NLIS_312825","Published",2006,"Eastern Mediterranean","Iraq","Male",7.7,7.7,NA,NA,NA
1515,"Children aged <5 years underweight (%)","NLIS_312825","Published",2006,"Eastern Mediterranean","Iraq","Female",6.6,6.6,NA,NA,NA
1517,"Children aged <5 years underweight (%)","NLIS_312831","Published",1992,"South-East Asia","Bangladesh","Female",63.9,63.9,NA,NA,NA
1519,"Children aged <5 years underweight (%)","NLIS_312836","Published",1995,"South-East Asia","Bangladesh","Male",57.4,57.4,NA,NA,NA
1520,"Children aged <5 years underweight (%)","NLIS_312836","Published",1995,"South-East Asia","Bangladesh","Female",58.6,58.6,NA,NA,NA
1521,"Children aged <5 years underweight (%)","NLIS_312850","Published",2004,"Africa","Equatorial Guinea","Male",11.3,11.3,NA,NA,NA
1522,"Children aged <5 years underweight (%)","NLIS_312850","Published",2004,"Africa","Equatorial Guinea","Female",9.9,9.9,NA,NA,NA
1524,"Children aged <5 years underweight (%)","NLIS_312853","Published",2006,"Europe","Montenegro","Male",2.8,2.8,NA,NA,NA
1525,"Children aged <5 years underweight (%)","NLIS_312853","Published",2006,"Europe","Montenegro","Female",1.6,1.6,NA,NA,NA
1528,"Children aged <5 years underweight (%)","NLIS_312861","Published",2006,"Africa","Gambia","Male",16.7,16.7,NA,NA,NA
1529,"Children aged <5 years underweight (%)","NLIS_312861","Published",2006,"Africa","Gambia","Female",15,15,NA,NA,NA
1531,"Children aged <5 years underweight (%)","NLIS_312870","Published",2007,"Americas","Brazil","Male",2.2,2.2,NA,NA,NA
1532,"Children aged <5 years underweight (%)","NLIS_312872","Published",2005,"Western Pacific","Mongolia","Female",5.3,5.3,NA,NA,NA
1534,"Children aged <5 years underweight (%)","NLIS_312875","Published",2001,"Eastern Mediterranean","Syrian Arab Republic","Male",12.7,12.7,NA,NA,NA
1535,"Children aged <5 years underweight (%)","NLIS_312875","Published",2001,"Eastern Mediterranean","Syrian Arab Republic","Female",9.4,9.4,NA,NA,NA
1537,"Children aged <5 years underweight (%)","NLIS_312880","Published",2006,"Eastern Mediterranean","Syrian Arab Republic","Male",11.5,11.5,NA,NA,NA
