"Accepted Symbol","Synonym Symbol","Scientific Name","Duration","Active Growth Period","Foliage Color","pH (Minimum)","pH (Maximum)","Precipitation (Minimum)","Precipitation (Maximum)","Shade Tolerance","Temperature, Minimum (°F)"
"RAHIN","","Ranunculus hispidus var. nitidus","Perennial","","","","","","","",""
"RALA2","","Ranunculus laxicaulis","Annual, Perennial","Spring and Summer","Green","6.0","7.5","35","55","Intermediate","-8"
"RAMI2","","Ranunculus micranthus","Perennial","","","","","","","",""
"RAPA3","","Ranunculus parviflorus","Annual","","","","","","","",""
"RAPE2","","Ranunculus pensylvanicus","Annual, Perennial","Spring and Summer","Green","5.0","7.5","10","50","Tolerant","-28"
"RAPU","","Ranunculus pusillus","Annual","","","","","","","",""
"RAPUP","","Ranunculus pusillus var. pusillus","Annual","","","","","","","",""
"RARE2","","Ranunculus recurvatus","Perennial","","","","","","","",""
"RARER2","","Ranunculus recurvatus var. recurvatus","Perennial","","","","","","","",""
"RARE3","","Ranunculus repens","Perennial","Spring and Summer","Green","5.6","7.2","19","69","Tolerant","-28"
"RASA","","Ranunculus sardous","Annual, Biennial, Perennial","","","","","","","",""
"RASC3","","Ranunculus sceleratus","Annual, Perennial","Spring and Summer","Green","4.8","8.4","8","55","Tolerant","52"
"RASCS","","Ranunculus sceleratus var. sceleratus","Annual, Perennial","","","","","","","",""
"RATR","","Ranunculus trichophyllus","Perennial","","","","","","","",""
"RATRT","","Ranunculus trichophyllus var. trichophyllus","Perennial","","","","","","","",""
"RAPHA","","Raphanus","","","","","","","","",""
"RARA2","","Raphanus raphanistrum","Annual, Biennial","","","","","","","",""
"RASA2","","Raphanus sativus","Annual, Biennial","","","","","","","",""
"RESED","","Reseda","","","","","","","","",""
"RELU","","Reseda lutea","Biennial","","","","","","","",""
"RELU2","","Reseda luteola","Biennial","","","","","","","",""
"RHAMN","","Rhamnus","","","","","","","","",""
"RHAL","","Rhamnus alnifolia","Perennial","Spring","Green","4.0","8.0","10","50","Tolerant","-33"
"RHCA3","","Rhamnus cathartica","Perennial","","","","","","","",""
"RHDA","","Rhamnus davurica","Perennial","","","","","","","",""
"RHDAD2","","Rhamnus davurica ssp. davurica","Perennial","","","","","","","",""
"RHLA","","Rhamnus lanceolata","Perennial","","","","","","","",""
"RHLAL3","","Rhamnus lanceolata ssp. lanceolata","Perennial","","","","","","","",""
"RHEXI","","Rhexia","","","","","","","","",""
"RHAR","","Rhexia aristosa","Perennial","","","","","","","",""
"RHMA","","Rhexia mariana","Perennial","","","","","","","",""
"RHMAM2","","Rhexia mariana var. mariana","Perennial","","","","","","","",""
"RHMAV","","Rhexia mariana var. ventricosa","Perennial","","","","","","","",""
"RHNA","","Rhexia nashii","Perennial","","","","","","","",""
"RHPE","","Rhexia petiolata","Perennial","","","","","","","",""
"RHVI","","Rhexia virginica","Perennial","","","","","","","",""
"RHODO","","Rhododendron","","","","","","","","",""
"RHAR3","","Rhododendron arborescens","Perennial","Spring and Summer","Dark Green","4.2","5.7","36","55","Tolerant","-13"
"RHAT","","Rhododendron atlanticum","Perennial","Spring and Summer","Dark Green","4.2","5.7","36","55","Tolerant","7"
"RHCA4","","Rhododendron calendulaceum","Perennial","","","","","","","",""
"RHCA7","","Rhododendron canescens","Perennial","Spring and Summer","Green","4.3","5.8","32","50","Tolerant","-13"
"RHMA4","","Rhododendron maximum","Perennial","Spring and Summer","Dark Green","4.0","5.5","36","60","Tolerant","-13"
"RHPE4","","Rhododendron periclymenoides","Perennial","Spring and Summer","Green","4.3","5.5","36","50","Tolerant","-18"
"RHPR","","Rhododendron prinophyllum","Perennial","","","","","","","",""
"RHVI2","","Rhododendron viscosum","Perennial","Spring","Green","4.0","7.0","35","55","Tolerant","-18"
"RHUS","","Rhus","","","","","","","","",""
"RHAR4","","Rhus aromatica","Perennial","","","","","","","",""
"RHARA2","","Rhus aromatica var. aromatica","Perennial","","","","","","","",""
"RHCO","","Rhus copallinum","Perennial","Spring and Summer","Green","5.3","7.5","28","60","Intolerant","-28"
"RHCOC","","Rhus copallinum var. copallinum","Perennial","","","","","","","",""
"RHGL","","Rhus glabra","Perennial","Spring and Summer","Green","5.3","7.5","30","60","Intolerant","-33"
"RHTR","","Rhus trilobata","Perennial","Spring","Green","6.5","8.2","8","20","Intermediate","-53"
"RHTRT","","Rhus trilobata var. trilobata","Perennial","","","","","","","",""
"RHTY","","Rhus typhina","Perennial","","","","","","","",""
"RHYNC2","","Rhynchosia","","","","","","","","",""
"RHTO3","","Rhynchosia tomentosa","Perennial","","","","","","","",""
"RHTOT","","Rhynchosia tomentosa var. tomentosa","Perennial","","","","","","","",""
"RHYNC3","","Rhynchospora","","","","","","","","",""
"RHAL3","","Rhynchospora alba","Perennial","","","","","","","",""
"RHCA12","","Rhynchospora capitellata","Perennial","","","","","","","",""
"RHCE","","Rhynchospora cephalantha","Perennial","","","","","","","",""
"RHCH2","","Rhynchospora chalarocephala","Perennial","","","","","","","",""
"RHCO2","","Rhynchospora corniculata","Perennial","Summer","Yellow-Green","5.1","7.4","30","50","Intolerant","-13"
"RHFU","","Rhynchospora fusca","Perennial","","","","","","","",""
"RHGL2","","Rhynchospora globularis","Annual, Perennial","","","","","","","",""
"RHGLG","","Rhynchospora globularis var. globularis","Perennial","","","","","","","",""
"RHGL3","","Rhynchospora glomerata","Perennial","","","","","","","",""
"RHGR","","Rhynchospora gracilenta","Perennial","","","","","","","",""
"RHHA2","","Rhynchospora harperi","Annual, Perennial","","","","","","","",""
"RHIN4","","Rhynchospora inexpansa","Perennial","","","","","","","",""
"RHIN7","","Rhynchospora inundata","Perennial","","","","","","","",""
"RHMA6","","Rhynchospora macrostachya","Perennial","","","","","","","",""
"RHMI8","","Rhynchospora microcephala","Perennial","","","","","","","",""
"RHNI","","Rhynchospora nitens","Annual, Perennial","","","","","","","",""
"RHPA","","Rhynchospora pallida","Perennial","","","","","","","",""
"RHRA2","","Rhynchospora rariflora","Perennial","","","","","","","",""
"RHRE8","","Rhynchospora recognita","Perennial","","","","","","","",""
"RHSC5","","Rhynchospora scirpoides","Annual","","","","","","","",""
"RHTO4","","Rhynchospora torreyana","Perennial","","","","","","","",""
"RIBES","","Ribes","","","","","","","","",""
"RIAM2","","Ribes americanum","Perennial","","Green","5.0","7.8","12","60","","-46"
"RIAU","","Ribes aureum","Perennial","Spring and Summer","Green","6.0","8.0","12","20","Intermediate","-38"
"RIAUV","","Ribes aureum var. villosum","Perennial","","Green","4.7","7.8","12","60","","-46"
"RICY","","Ribes cynosbati","Perennial","","","","","","","",""
"RIGL","","Ribes glandulosum","Perennial","","","","","","","",""
"RIHI","","Ribes hirtellum","Perennial","","","","","","","",""
"RIMI","","Ribes missouriense","Perennial","","","","","","","",""
"RINI","","Ribes nigrum","Perennial","","","","","","","",""
"RIRO2","","Ribes rotundifolium","Perennial","","","","","","","",""
"RIRU80","","Ribes rubrum","Perennial","","","","","","","",""
"RIUV80","","Ribes uva-crispa","Perennial","","","","","","","",""
"RIUVS","","Ribes uva-crispa var. sativum","Perennial","","","","","","","",""
"RICHA","","Richardia","","","","","","","","",""
"RISC","","Richardia scabra","Annual","","","","","","","",""
"RICIN","","Ricinus","","","","","","","","",""
"RICO3","","Ricinus communis","Annual, Perennial","","","","","","","",""
"ROBIN","","Robinia","","","","","","","","",""
"ROHI","","Robinia hispida","Perennial","","","","","","","",""
"ROHIF8","","Robinia hispida var. fertilis","Perennial","","","","","","","",""
"ROHIH","","Robinia hispida var. hispida","Perennial","","","","","","","",""
"ROHIN","","Robinia hispida var. nana","Perennial","","","","","","","",""
"ROPS","","Robinia pseudoacacia","Perennial","Spring","Green","4.6","8.2","16","65","Intolerant","-37"
"ROVI","","Robinia viscosa","Perennial","","","","","","","",""
"ROVIV","","Robinia viscosa var. viscosa","Perennial","","","","","","","",""
"RORIP","","Rorippa","","","","","","","","",""
"ROPA2","","Rorippa palustris","Annual, Biennial, Perennial","","","","","","","",""
"ROPAF2","","Rorippa palustris ssp. fernaldiana","Annual, Biennial, Perennial","","","","","","","",""
"ROPAH","","Rorippa palustris ssp. hispida","Annual, Biennial, Perennial","","","","","","","",""
"ROPAP","","Rorippa palustris ssp. palustris","Annual, Biennial, Perennial","","","","","","","",""
"ROSE","","Rorippa sessiliflora","Annual","Spring, Summer, Fall","Green","5.5","7.5","30","60","Intermediate","52"
"ROSI2","","Rorippa sinuata","Perennial","Spring and Summer","Green","5.0","8.5","12","38","Intolerant","-38"
"ROSY","","Rorippa sylvestris","Perennial","Spring and Summer","Green","5.0","8.0","14","55","Intermediate","-28"
"ROSA5","","Rosa","","","","","","","","",""
"ROBL","","Rosa blanda","Perennial","","","","","","","",""
"ROBLB","","Rosa blanda var. blanda","Perennial","","","","","","","",""
"ROBR","","Rosa bracteata","Perennial","","","","","","","",""
"ROCA3","","Rosa canina","Perennial","","","","","","","",""
"ROCA4","","Rosa carolina","Perennial","Spring and Summer","Green","4.0","7.0","25","60","Intermediate","-43"
"ROCAC","","Rosa carolina var. carolina","Perennial","","","","","","","",""
"ROMI","","Rosa micrantha","Perennial","","","","","","","",""
"ROMU","","Rosa multiflora","Perennial","","","","","","","",""
"ROPA","","Rosa palustris","Perennial","Summer","Green","4.0","7.0","35","50","Tolerant","-33"
"RORU82","","Rosa rubiginosa","Perennial","","","","","","","",""
"RORU","","Rosa rugosa","Perennial","Spring and Summer","Green","5.5","7.5","34","60","Intolerant","-33"
"ROSE2","","Rosa setigera","Perennial","Spring","Dark Green","5.0","7.5","20","60","Intolerant","-13"
"ROSET","","Rosa setigera var. tomentosa","Perennial","","","","","","","",""
"ROVI2","","Rosa virginiana","Perennial","Spring and Summer","Green","5.0","7.0","35","55","Intermediate","-18"
"ROVIV2","","Rosa virginiana var. virginiana","Perennial","","","","","","","",""
"ROSTR","","Rostraria","","","","","","","","",""
"ROCR3","","Rostraria cristata","Annual","","","","","","","",""
"ROTAL","","Rotala","","","","","","","","",""
"RORA","","Rotala ramosior","Annual","","","","","","","",""
"RUBUS","","Rubus","","","","","","","","",""
"RUAB","","Rubus aboriginum","Perennial","","","","","","","",""
"RUAL","","Rubus allegheniensis","Perennial","Spring and Summer","Green","4.6","7.5","30","48","Tolerant","-28"
"RUALA","","Rubus allegheniensis var. allegheniensis","Perennial","","","","","","","",""
"RUALG","","Rubus allegheniensis var. gravesii","Perennial","","","","","","","",""
"RUAL9","","Rubus alumnus","Perennial","Spring and Summer","Green","4.8","7.0","32","50","Intermediate","-28"
"RUAN2","","Rubus andrewsianus","Perennial","","","","","","","",""
"RUAR2","","Rubus argutus","Perennial","Spring","Green","4.5","7.0","40","50","Intolerant","-13"
"RUBA2","","Rubus baileyanus","Perennial","Spring and Summer","Green","5.0","7.0","32","50","Intermediate","-28"
"RUBI","","Rubus bifrons","Perennial","","","","","","","",""
"RUCA16","","Rubus canadensis","Perennial","","","","","","","",""
"RUCE2","","Rubus centralis","Perennial","","","","","","","",""
"RUCU","","Rubus cuneifolius","Perennial","Spring and Summer","Green","5.0","7.0","36","50","Intermediate","-13"
"RUDE8","","Rubus depavitus","Perennial","","","","","","","",""
"RUFE","","Rubus fecundus","Perennial","","","","","","","",""
"RUFL","","Rubus flagellaris","Perennial","","","","","","","",""
"RUFL3","","Rubus flavinanus","Perennial","","","","","","","",""
"RUFR4","","Rubus frondosus","Perennial","","","","","","","",""
"RUGR5","","Rubus grimesii","Perennial","","","","","","","",""
"RUHE2","","Rubus heterophyllus","Perennial","","","","","","","",""
"RUHI","","Rubus hispidus","Perennial","Spring","Gray-Green","4.5","7.0","30","70","Intolerant","-38"
"RUID","","Rubus idaeus","Perennial","Spring","Green","5.0","7.5","10","104","Tolerant","-62"
"RUIDS2","","Rubus idaeus ssp. strigosus","Perennial","","Green","5.0","7.5","10","104","Intolerant","-62"
"RUIN5","","Rubus invisus","Perennial","","","","","","","",""
"RULA","","Rubus laciniatus","Perennial","Spring and Summer","Green","5.2","7.7","32","45","Tolerant","-33"
"RULA6","","Rubus laudatus","Perennial","","","","","","","",""
"RULE3","","Rubus leviculus","Perennial","","","","","","","",""
"RULO4","","Rubus longii","Perennial","","","","","","","",""
"RUMI2","","Rubus michiganensis","Perennial","","","","","","","",""
"RUMI4","","Rubus missouricus","Perennial","","","","","","","",""
"RUMO5","","Rubus montensis","Perennial","","","","","","","",""
"RUMU2","","Rubus multifer","Perennial","","","","","","","",""
"RUNO2","","Rubus notatus","Perennial","","","","","","","",""
"RUOB4","","Rubus obvius","Perennial","","","","","","","",""
"RUOC","","Rubus occidentalis","Perennial","Spring and Summer","Green","5.2","7.5","24","45","Intermediate","-28"
"RUOD","","Rubus odoratus","Perennial","Spring and Summer","Green","4.5","6.5","35","55","Intermediate","-38"
"RUODO","","Rubus odoratus var. odoratus","Perennial","","","","","","","",""
"RUOR4","","Rubus originalis","Perennial","","","","","","","",""
"RUOS","","Rubus ostryifolius","Perennial","","","","","","","",""
"RUPA7","","Rubus paganus","Perennial","","","","","","","",""
"RUPA11","","Rubus pascuus","Perennial","","","","","","","",""
"RUPE3","","Rubus pensilvanicus","Perennial","","","","","","","",""
"RUPE7","","Rubus permixtus","Perennial","","","","","","","",""
"RUPE10","","Rubus pervarius","Perennial","","","","","","","",""
"RUPH2","","Rubus philadelphicus","Perennial","","","","","","","",""
"RUPH","","Rubus phoenicolasius","Perennial","","","","","","","",""
"RUPL","","Rubus plicatifolius","Perennial","","","","","","","",""
"RUPR4","","Rubus probabilis","Perennial","","","","","","","",""
"RUPR9","","Rubus provincialis","Perennial","","","","","","","",""
"RURA","","Rubus racemiger","Perennial","","","","","","","",""
"RURE","","Rubus recurvans","Perennial","","","","","","","",""
"RURO2","","Rubus roribaccus","Perennial","","","","","","","",""
"RURO3","","Rubus rosa","Perennial","","","","","","","",""
"RURO5","","Rubus rosarius","Perennial","","","","","","","",""
"RUSC","","Rubus scambens","Perennial","","","","","","","",""
"RUSE","","Rubus setosus","Perennial","","","","","","","",""
"RUST5","","Rubus steelei","Perennial","","","","","","","",""
"RUTR","","Rubus trivialis","Perennial","","","","","","","",""
"RUDBE","","Rudbeckia","","","","","","","","",""
"RUFU2","","Rudbeckia fulgida","Perennial","","","","","","","",""
"RUFUF","","Rudbeckia fulgida var. fulgida","Perennial","","","","","","","",""
"RUHI2","","Rudbeckia hirta","Annual, Biennial, Perennial","Fall, Winter and Spring","Green","6.0","7.0","28","65","Intolerant","-23"
"RUHIH","","Rudbeckia hirta var. hirta","Annual, Biennial, Perennial","","","","","","","",""
"RUHIP","","Rudbeckia hirta var. pulcherrima","Annual, Biennial, Perennial","","","","","","","",""
"RULA3","","Rudbeckia laciniata","Perennial","Spring","Gray-Green","4.5","7.0","15","55","Tolerant","-38"
"RULAB","","Rudbeckia laciniata var. bipinnata","Perennial","","","","","","","",""
"RULAD","","Rudbeckia laciniata var. digitata","Perennial","","","","","","","",""
"RULAL","","Rudbeckia laciniata var. laciniata","Perennial","","","","","","","",""
"RUTR2","","Rudbeckia triloba","Perennial","","","","","","","",""
"RUTRT","","Rudbeckia triloba var. triloba","Perennial","","","","","","","",""
"RUELL","","Ruellia","","","","","","","","",""
"RUCA4","","Ruellia caroliniensis","Perennial","","","","","","","",""
"RUCAC2","","Ruellia caroliniensis ssp. caroliniensis","Perennial","","","","","","","",""
"RUCAC4","","Ruellia caroliniensis ssp. caroliniensis var. caroliniensis","Perennial","","","","","","","",""
"RUHU","","Ruellia humilis","Perennial","Summer","Green","4.5","7.5","20","55","Tolerant","-33"
"RUPU2","","Ruellia purshiana","Perennial","","","","","","","",""
"RUST2","","Ruellia strepens","Perennial","Spring","Green","6.0","8.5","40","60","Tolerant","-13"
"RUMEX","","Rumex","","","","","","","","",""
"RUAC3","","Rumex acetosella","Perennial","","","","","","","",""
"RUAL4","","Rumex altissimus","Perennial","","","","","","","",""
"RUCR","","Rumex crispus","Perennial","","","","","","","",""
"RUCRC","","Rumex crispus ssp. crispus","Perennial","","","","","","","",""
"RUHA2","","Rumex hastatulus","Perennial","","","","","","","",""
"RUMA4","","Rumex maritimus","Annual, Biennial","Spring and Summer","Green","5.0","8.2","14","55","Intermediate","-38"
"RUOB","","Rumex obtusifolius","Perennial","","","","","","","",""
"RUPA5","","Rumex patientia","Perennial","","","","","","","",""
"RUPU3","","Rumex pulcher","Perennial","","","","","","","",""
"RUSA2","","Rumex sanguineus","Perennial","","","","","","","",""
"RUVE3","","Rumex verticillatus","Perennial","","","","","","","",""
"RUPPI","","Ruppia","","","","","","","","",""
"RUMA5","","Ruppia maritima","Perennial","Spring and Summer","Green","5.4","8.5","","","Intolerant","-2"
"RUTA5","","Ruta","","","","","","","","",""
"RUGR3","","Ruta graveolens","Perennial","","","","","","","",""
"SABAT","","Sabatia","","","","","","","","",""
"SAAN","","Sabatia angularis","Annual","","","","","","","",""
"SACA26","","Sabatia campanulata","Perennial","","","","","","","",""
"SADI2","","Sabatia difformis","Perennial","","","","","","","",""
"SADO","","Sabatia dodecandra","Perennial","","","","","","","",""
"SADOD","","Sabatia dodecandra var. dodecandra","Perennial","","","","","","","",""
"SAST5","","Sabatia stellaris","Annual","","","","","","","",""
"SACCH","","Saccharum","","","","","","","","",""
"SAAL21","","Saccharum alopecuroides","Perennial","","","","","","","",""
"SABA10","","Saccharum baldwinii","Perennial","","","","","","","",""
"SABR18","","Saccharum brevibarbe","Perennial","Summer","Green","4.0","7.5","35","50","Intolerant","-8"
"SABRB5","","Saccharum brevibarbe var. brevibarbe","Perennial","","","","","","","",""
"SABRC3","","Saccharum brevibarbe var. contortum","Perennial","","","","","","","",""
"SACO31","","Saccharum coarctatum","Perennial","","","","","","","",""
"SAGI","","Saccharum giganteum","Perennial","Summer","Green","3.5","7.0","35","60","Intolerant","-28"
"SARA3","","Saccharum ravennae","Perennial","Spring and Summer","Green","4.8","7.0","28","55","Intolerant","-8"
"SACCI","","Sacciolepis","","","","","","","","",""
"SAST","","Sacciolepis striata","Perennial","Summer","Green","5.0","7.3","22","79","Intolerant","-18"
"SAGIN","","Sagina","","","","","","","","",""
"SAAP","","Sagina apetala","Annual","","","","","","","",""
"SADE","","Sagina decumbens","Annual","","","","","","","",""
"SADED","","Sagina decumbens ssp. decumbens","Annual","","","","","","","",""
"SAPR","","Sagina procumbens","Perennial","","","","","","","",""
"SAGIT","","Sagittaria","","","","","","","","",""
"SAAU2","","Sagittaria australis","Perennial","","","","","","","",""
"SABR8","","Sagittaria brevirostra","Perennial","","","","","","","",""
"SACA21","","Sagittaria calycina","Perennial","","","","","","","",""
"SACAC","","Sagittaria calycina var. calycina","Perennial","","","","","","","",""
"SACAS","","Sagittaria calycina var. spongiosa","Perennial","","","","","","","",""
"SAEN","","Sagittaria engelmanniana","Perennial","","","","","","","",""
"SAFI2","","Sagittaria filiformis","Perennial","","","","","","","",""
"SAGR","","Sagittaria graminea","Perennial","","","","","","","",""
"SAGRG","","Sagittaria graminea var. graminea","Perennial","","","","","","","",""
"SALA","","Sagittaria lancifolia","Perennial","","","","","","","",""
"SALAM2","","Sagittaria lancifolia ssp. media","Perennial","","","","","","","",""
"SALA2","","Sagittaria latifolia","Perennial","Spring","Green","4.7","8.9","14","50","Intolerant","-33"
"SARI","","Sagittaria rigida","Perennial","","","","","","","",""
"SASU","","Sagittaria subulata","Perennial","","","","","","","",""
"SATE2","","Sagittaria teres","Perennial","","","","","","","",""
"SALIC","","Salicornia","","","","","","","","",""
"SABI","","Salicornia bigelovii","Annual","","","","","","","",""
"SADE10","","Salicornia depressa","Perennial","","","","","","","",""
"SALIX","","Salix","","","","","","","","",""
"SAAL2","","Salix alba","Perennial","Spring and Summer","Green","4.5","7.8","20","90","Intolerant","-33"
"SABA","","Salix babylonica","Perennial","","","","","","","",""
"SABE2","","Salix bebbiana","Perennial","","","","","","","",""
"SABE4","","Salix ×bebbii","Perennial","","","","","","","",""
"SACA22","","Salix caprea","Perennial","","","","","","","",""
"SACA5","","Salix caroliniana","Perennial","Spring","Green","4.5","8.8","30","60","Intermediate","2"
"SACI","","Salix cinerea","Perennial","","","","","","","",""
"SACO3","","Salix cordata","Perennial","","","","","","","",""
"SADI","","Salix discolor","Perennial","Spring","Green","4.0","7.0","20","50","Tolerant","-33"
"SAEL","","Salix elaeagnos","Perennial","","","","","","","",""
"SAER","","Salix eriocephala","Perennial","Spring","Green","4.0","7.0","20","50","Tolerant","-38"
"SAFR","","Salix fragilis","Perennial","","","","","","","",""
"SAHU2","","Salix humilis","Perennial","Spring and Summer","Dark Green","5.9","7.0","20","60","Intermediate","-43"
"SAHUH","","Salix humilis var. humilis","Perennial","","","","","","","",""
"SAHUT","","Salix humilis var. tristis","Perennial","","","","","","","",""
"SAIN3","","Salix interior","Perennial","Spring","Green","4.0","7.8","10","70","Intolerant","-62"
"SALU","","Salix lucida","Perennial","Spring and Summer","Yellow-Green","5.8","7.2","30","60","Intermediate","-43"
"SALUL2","","Salix lucida ssp. lucida","Perennial","","","","","","","",""
"SANI","","Salix nigra","Perennial","Spring and Summer","Green","4.8","8.0","18","80","Intolerant","-58"
"SAPE12","","Salix ×pendulina","Perennial","","","","","","","",""
"SAPE4","","Salix pentandra","Perennial","Spring and Summer","Dark Green","6.5","7.5","15","60","Intermediate","-38"
"SAPU2","","Salix purpurea","Perennial","","","","","","","",""
"SARU3","","Salix ×rubens","Perennial","","","","","","","",""
"SASE10","","Salix ×sepulcralis","Perennial","Spring and Summer","Green","4.5","7.5","30","90","Intolerant","-23"
"SASE","","Salix sericea","Perennial","Spring and Summer","Green","5.2","7.0","32","55","Intermediate","-28"
"SALSO","","Salsola","","","","","","","","",""
"SAKA","","Salsola kali","Annual","","","","","","","",""
"SAKAK","","Salsola kali ssp. kali","Annual","","","","","","","",""
"SAKAP","","Salsola kali ssp. pontica","Annual","","","","","","","",""
"SATR12","","Salsola tragus","Annual","","","","","","","",""
"SALVI","","Salvia","","","","","","","","",""
"SALY2","","Salvia lyrata","Perennial","","","","","","","",""
"SAPR2","","Salvia pratensis","Perennial","","","","","","","",""
"SARE3","","Salvia reflexa","Annual","","","","","","","",""
"SAUR","","Salvia urticifolia","Perennial","","","","","","","",""
"SAVE12","","Salvia verbenaca","Perennial","","","","","","","",""
"SAVE5","","Salvia verticillata","Perennial","","","","","","","",""
"SALVI2","","Salvinia","","","","","","","","",""
"SAMI7","","Salvinia minima","Annual, Perennial","","","","","","","",""
"SAMBU","","Sambucus","","","","","","","","",""
"SANI4","","Sambucus nigra","Perennial","","","","","","","",""
"SANIC4","","Sambucus nigra ssp. canadensis","Perennial","Spring and Summer","Green","5.0","8.9","34","60","Intolerant","-28"
"SARA2","","Sambucus racemosa","Perennial","","","","","","","",""
"SARAR3","","Sambucus racemosa var. racemosa","Perennial","Spring and Summer","Green","5.2","7.2","24","60","Intermediate","-33"
"SAMOL","","Samolus","","","","","","","","",""
"SAVA3","","Samolus valerandi","Perennial","","","","","","","",""
"SAVAP","","Samolus valerandi ssp. parviflorus","Perennial","","","","","","","",""
"SANGU","","Sanguinaria","","","","","","","","",""
"SACA13","","Sanguinaria canadensis","Perennial","","","","","","","",""
"SANGU2","","Sanguisorba","","","","","","","","",""
"SAAN2","","Sanguisorba annua","Annual, Perennial","","","","","","","",""
"SACA14","","Sanguisorba canadensis","Perennial","","","","","","","",""
"SAMI3","","Sanguisorba minor","Perennial","","","","","","","",""
"SAMIB2","","Sanguisorba minor ssp. balearica","Perennial","","","","","","","",""
"SANIC","","Sanicula","","","","","","","","",""
"SACA15","","Sanicula canadensis","Biennial","","","","","","","",""
"SACAC2","","Sanicula canadensis var. canadensis","Biennial","","","","","","","",""
"SAMA2","","Sanicula marilandica","Perennial","","","","","","","",""
"SAOD","","Sanicula odorata","Perennial","","","","","","","",""
"SATR4","","Sanicula trifoliata","Perennial","","","","","","","",""
"SANVI","","Sanvitalia","","","","","","","","",""
"SAPR6","","Sanvitalia procumbens","Annual","","","","","","","",""
"SAPON","","Saponaria","","","","","","","","",""
"SAOF4","","Saponaria officinalis","Perennial","Spring and Summer","Green","5.0","7.0","32","45","Intermediate","-18"
"SARRA","","Sarracenia","","","","","","","","",""
"SAPU4","","Sarracenia purpurea","Perennial","","","","","","","",""
"SAPUG","","Sarracenia purpurea ssp. gibbosa","Perennial","","","","","","","",""
"SASSA","","Sassafras","","","","","","","","",""
"SAAL5","","Sassafras albidum","Perennial","Spring and Summer","Green","4.5","7.3","30","80","Intolerant","-27"
"SAURU","","Saururus","","","","","","","","",""
"SACE","","Saururus cernuus","Perennial","","","","","","","",""
"SAXIF","","Saxifraga","","","","","","","","",""
"SAMI5","","Saxifraga michauxii","Perennial","","","","","","","",""
"SAMI6","","Saxifraga micranthidifolia","Perennial","","","","","","","",""
"SAPE8","","Saxifraga pensylvanica","Perennial","","","","","","","",""
"SAVI5","","Saxifraga virginiensis","Perennial","","","","","","","",""
"SAVIV","","Saxifraga virginiensis var. virginiensis","Perennial","","","","","","","",""
"SCAND","","Scandix","","","","","","","","",""
"SCPE","","Scandix pecten-veneris","Annual","","","","","","","",""
"SCHED2","","Schedonorus","","","","","","","","",""
"SCAR7","","Schedonorus arundinaceus","Perennial","","","","","","","",""
"SCPR4","","Schedonorus pratensis","Perennial","","","","","","","",""
"SCHIZ","","Schizachne","","","","","","","","",""
"SCPU","","Schizachne purpurascens","Perennial","","","","","","","",""
"SCHIZ4","","Schizachyrium","","","","","","","","",""
"SCLI11","","Schizachyrium littorale","Perennial","","","","","","","",""
"SCSC","","Schizachyrium scoparium","Perennial","Summer and Fall","Gray-Green","5.0","8.4","12","45","Intolerant","-38"
"SCSCS","","Schizachyrium scoparium var. scoparium","Perennial","","","","","","","",""
"SCHKU","","Schkuhria","","","","","","","","",""
"SCPI3","","Schkuhria pinnata","Annual","","","","","","","",""
"SCPIG","","Schkuhria pinnata var. guatemalensis","Annual","","","","","","","",""
"SCHOE7","","Schoenoplectiella","","","","","","","","",""
"SCMU15","","Schoenoplectiella mucronata","Perennial","","","","","","","",""
"SCPU14","","Schoenoplectiella purshiana","Annual","","","","","","","",""
"SCSM3","","Schoenoplectiella smithii","Annual","","","","","","","",""
"SCHOE6","","Schoenoplectus","","","","","","","","",""
"SCAM6","","Schoenoplectus americanus","Perennial","","","","","","","",""
"SCET2","","Schoenoplectus etuberculatus","Perennial","","","","","","","",""
"SCFL11","","Schoenoplectus fluviatilis","Perennial","Summer","Green","4.0","7.5","18","60","Intolerant","-38"
"SCNO5","","Schoenoplectus novae-angliae","Perennial","","","","","","","",""
"SCPU10","","Schoenoplectus pungens","Perennial","","","","","","","",""
"SCPUP5","","Schoenoplectus pungens var. pungens","Perennial","Summer","Dark Green","3.7","7.5","12","60","Intolerant","-38"
"SCRO5","","Schoenoplectus robustus","Perennial","Summer","Green","6.4","8.4","16","35","Intolerant","7"
"SCSU10","","Schoenoplectus subterminalis","Perennial","","","","","","","",""
"SCTA2","","Schoenoplectus tabernaemontani","Perennial","Spring, Summer, Fall","Green","5.4","7.5","18","55","Intolerant","-38"
"SCTO3","","Schoenoplectus torreyi","Perennial","","","","","","","",""
"SCHWA","","Schwalbea","","","","","","","","",""
"SCAM","","Schwalbea americana","Perennial","","","","","","","",""
"SCIRP","","Scirpus","","","","","","","","",""
"SCAN5","","Scirpus ancistrochaetus","Perennial","","","","","","","",""
"SCAT2","","Scirpus atrovirens","Perennial","Spring","Dark Green","4.0","8.0","16","60","Intolerant","-53"
"SCCY","","Scirpus cyperinus","Perennial","Spring","Green","4.8","7.2","40","60","Intermediate","-33"
"SCEX","","Scirpus expansus","Perennial","","","","","","","",""
"SCGE2","","Scirpus georgianus","Perennial","Spring and Summer","Dark Green","4.5","7.0","35","55","Intermediate","-38"
"SCHA3","","Scirpus hattorianus","Perennial","","","","","","","",""
